title,session,authors,affiliations,pdf_url
PointCLIP: Point Cloud Understanding by CLIP,3D From Multi-View & Sensors,"['Renrui Zhang', 'Ziyu Guo']",['SAIL'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_PointCLIP_Point_Cloud_Understanding_by_CLIP_CVPR_2022_paper.pdf
Primitive3D: 3D Object Dataset Synthesis From Randomly Assembled Primitives,3D From Multi-View & Sensors,"['Xinke Li', 'Henghui Ding']",['NUS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Primitive3D_3D_Object_Dataset_Synthesis_From_Randomly_Assembled_Primitives_CVPR_2022_paper.pdf
PSMNet: Position-Aware Stereo Merging Network for Room Layout Estimation,3D From Multi-View & Sensors,"['Haiyan Wang', 'Will Hutchcroft']",['Zillow'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_PSMNet_Position-Aware_Stereo_Merging_Network_for_Room_Layout_Estimation_CVPR_2022_paper.pdf
PTTR: Relational 3D Point Cloud Object Tracking With Transformer,3D From Multi-View & Sensors,"['Changqing Zhou', 'Zhipeng Luo']",['NTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_PTTR_Relational_3D_Point_Cloud_Object_Tracking_With_Transformer_CVPR_2022_paper.pdf
RAGO: Recurrent Graph Optimizer for Multiple Rotation Averaging,3D From Multi-View & Sensors,"['Heng Li', 'Zhaopeng Cui']",['SFU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_RAGO_Recurrent_Graph_Optimizer_for_Multiple_Rotation_Averaging_CVPR_2022_paper.pdf
RayMVSNet: Learning Ray-Based 1D Implicit Fields for Accurate Multi-View Stereo,3D From Multi-View & Sensors,"['Junhua Xi', 'Yifei Shi']",['NUDT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xi_RayMVSNet_Learning_Ray-Based_1D_Implicit_Fields_for_Accurate_Multi-View_Stereo_CVPR_2022_paper.pdf
Reconstructing Surfaces for Sparse Point Clouds With On-Surface Priors,3D From Multi-View & Sensors,"['Baorui Ma', 'Yu-Shen Liu']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ma_Reconstructing_Surfaces_for_Sparse_Point_Clouds_With_On-Surface_Priors_CVPR_2022_paper.pdf
Ref-NeRF: Structured View-Dependent Appearance for Neural Radiance Fields,3D From Multi-View & Sensors,"['Dor Verbin', 'Peter Hedman']",['Harvard'],https://openaccess.thecvf.com/content/CVPR2022/papers/Verbin_Ref-NeRF_Structured_View-Dependent_Appearance_for_Neural_Radiance_Fields_CVPR_2022_paper.pdf
RegNeRF: Regularizing Neural Radiance Fields for View Synthesis From Sparse Inputs,3D From Multi-View & Sensors,"['Michael Niemeyer', 'Jonathan T. Barron']",['MPI-IS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Niemeyer_RegNeRF_Regularizing_Neural_Radiance_Fields_for_View_Synthesis_From_Sparse_CVPR_2022_paper.pdf
Relative Pose From a Calibrated and an Uncalibrated Smartphone Image,3D From Multi-View & Sensors,"['Yaqing Ding', 'Daniel Barath']",['NUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ding_Relative_Pose_From_a_Calibrated_and_an_Uncalibrated_Smartphone_Image_CVPR_2022_paper.pdf
Rethinking Depth Estimation for Multi-View Stereo: A Unified Representation,3D From Multi-View & Sensors,"['Rui Peng', 'Rongjie Wang']",['PKU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Peng_Rethinking_Depth_Estimation_for_Multi-View_Stereo_A_Unified_Representation_CVPR_2022_paper.pdf
Robust and Accurate Superquadric Recovery: A Probabilistic Approach,"Segmentation, Grouping and Shape Analysis","['Weixiao Liu', 'Yuwei Wu']",['NUS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Robust_and_Accurate_Superquadric_Recovery_A_Probabilistic_Approach_CVPR_2022_paper.pdf
Rotationally Equivariant 3D Object Detection,"Segmentation, Grouping and Shape Analysis","['Hong-Xing Yu', 'Jiajun Wu']",['Stanford'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yu_Rotationally_Equivariant_3D_Object_Detection_CVPR_2022_paper.pdf
Scribble-Supervised LiDAR Semantic Segmentation,"Segmentation, Grouping and Shape Analysis","['Ozan Unal', 'Dengxin Dai']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Unal_Scribble-Supervised_LiDAR_Semantic_Segmentation_CVPR_2022_paper.pdf
SeeThroughNet: Resurrection of Auxiliary Loss by Preserving Class Probability Information,"Segmentation, Grouping and Shape Analysis","['Dasol Han', 'Jaewook Yoo']",['SAIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Han_SeeThroughNet_Resurrection_of_Auxiliary_Loss_by_Preserving_Class_Probability_Information_CVPR_2022_paper.pdf
Segment-Fusion: Hierarchical Context Fusion for Robust 3D Semantic Segmentation,"Segmentation, Grouping and Shape Analysis","['Anirud Thyagharajan', 'Benjamin Ummenhofer']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Thyagharajan_Segment-Fusion_Hierarchical_Context_Fusion_for_Robust_3D_Semantic_Segmentation_CVPR_2022_paper.pdf
Self-Supervised Image-Specific Prototype Exploration for Weakly Supervised Semantic Segmentation,"Segmentation, Grouping and Shape Analysis","['Qi Chen', 'Lingxiao Yang']",['SYSU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_Self-Supervised_Image-Specific_Prototype_Exploration_for_Weakly_Supervised_Semantic_Segmentation_CVPR_2022_paper.pdf
SemAffiNet: Semantic-Affine Transformation for Point Cloud Segmentation,"Segmentation, Grouping and Shape Analysis","['Ziyi Wang', 'Yongming Rao']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_SemAffiNet_Semantic-Affine_Transformation_for_Point_Cloud_Segmentation_CVPR_2022_paper.pdf
Semantic Segmentation by Early Region Proxy,"Segmentation, Grouping and Shape Analysis","['Yifan Zhang', 'Bo Pang']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_Semantic_Segmentation_by_Early_Region_Proxy_CVPR_2022_paper.pdf
Semantic-Aware Domain Generalized Segmentation,"Segmentation, Grouping and Shape Analysis","['Duo Peng', 'Yinjie Lei']",['SCU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Peng_Semantic-Aware_Domain_Generalized_Segmentation_CVPR_2022_paper.pdf
Semi-Supervised Semantic Segmentation Using Unreliable Pseudo-Labels,"Segmentation, Grouping and Shape Analysis","['Yuchao Wang', 'Haochen Wang']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Semi-Supervised_Semantic_Segmentation_Using_Unreliable_Pseudo-Labels_CVPR_2022_paper.pdf
SharpContour: A Contour-Based Boundary Refinement Approach for Efficient and Accurate Instance Segmentation,"Segmentation, Grouping and Shape Analysis","['Chenming Zhu', 'Xuanye Zhang']",['CUHK-Shenzhen'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhu_SharpContour_A_Contour-Based_Boundary_Refinement_Approach_for_Efficient_and_Accurate_CVPR_2022_paper.pdf
SoftGroup for 3D Instance Segmentation on Point Clouds,"Segmentation, Grouping and Shape Analysis","['Thang Vu', 'Kookhoi Kim']",['KAIST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Vu_SoftGroup_for_3D_Instance_Segmentation_on_Point_Clouds_CVPR_2022_paper.pdf
Sparse Instance Activation for Real-Time Instance Segmentation,"Segmentation, Grouping and Shape Analysis","['Tianheng Cheng', 'Xinggang Wang']",['HUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Cheng_Sparse_Instance_Activation_for_Real-Time_Instance_Segmentation_CVPR_2022_paper.pdf
Sparse Non-Local CRF,"Segmentation, Grouping and Shape Analysis","['Olga Veksler', 'Yuri Boykov']",['UW'],https://openaccess.thecvf.com/content/CVPR2022/papers/Veksler_Sparse_Non-Local_CRF_CVPR_2022_paper.pdf
Sparse Object-Level Supervision for Instance Segmentation With Pixel Embeddings,"Segmentation, Grouping and Shape Analysis","['Adrian Wolny', 'Qin Yu']",['EMBL'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wolny_Sparse_Object-Level_Supervision_for_Instance_Segmentation_With_Pixel_Embeddings_CVPR_2022_paper.pdf
ST++: Make Self-Training Work Better for Semi-Supervised Semantic Segmentation,"Segmentation, Grouping and Shape Analysis","['Lihe Yang', 'Wei Zhuo']",['Nanjing'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_ST_Make_Self-Training_Work_Better_for_Semi-Supervised_Semantic_Segmentation_CVPR_2022_paper.pdf
SWEM: Towards Real-Time Video Object Segmentation With Sequential Weighted Expectation-Maximization,"Segmentation, Grouping and Shape Analysis","['Zhihui Lin', 'Tianyu Yang']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lin_SWEM_Towards_Real-Time_Video_Object_Segmentation_With_Sequential_Weighted_Expectation-Maximization_CVPR_2022_paper.pdf
The Neurally-Guided Shape Parser: Grammar-Based Labeling of 3D Shape Regions With Approximate Inference,"Segmentation, Grouping and Shape Analysis","['R. Kenny Jones', 'Aalia Habib']",['Brown'],https://openaccess.thecvf.com/content/CVPR2022/papers/Jones_The_Neurally-Guided_Shape_Parser_Grammar-Based_Labeling_of_3D_Shape_Regions_CVPR_2022_paper.pdf
Threshold Matters in WSSS: Manipulating the Activation for the Robust and Accurate Segmentation Model Against Thresholds,"Segmentation, Grouping and Shape Analysis","['Minhyun Lee', 'Dongseob Kim']",['Yonsei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lee_Threshold_Matters_in_WSSS_Manipulating_the_Activation_for_the_Robust_CVPR_2022_paper.pdf
Unsupervised Hierarchical Semantic Segmentation With Multiview Cosegmentation and Clustering Transformers,"Segmentation, Grouping and Shape Analysis","['Tsung-Wei Ke', 'Jyh-Jing Hwang']",['UC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ke_Unsupervised_Hierarchical_Semantic_Segmentation_With_Multiview_Cosegmentation_and_Clustering_Transformers_CVPR_2022_paper.pdf
Weakly Supervised Segmentation on Outdoor 4D Point Clouds With Temporal Matching and Spatial Graph Propagation,"Segmentation, Grouping and Shape Analysis","['Hanyu Shi', 'Jiacheng Wei']",['NTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Shi_Weakly_Supervised_Segmentation_on_Outdoor_4D_Point_Clouds_With_Temporal_CVPR_2022_paper.pdf
Wnet: Audio-Guided Video Object Segmentation via Wavelet-Based Cross-Modal Denoising Networks,"Segmentation, Grouping and Shape Analysis","['Wenwen Pan', 'Haonan Shi']",['ZJU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Pan_Wnet_Audio-Guided_Video_Object_Segmentation_via_Wavelet-Based_Cross-Modal_Denoising_Networks_CVPR_2022_paper.pdf
A Self-Supervised Descriptor for Image Copy Detection,"Self-, Semi-, Meta-, & Unsupervised Learning","['Ed Pizzi', 'Sreya Dutta Roy']",['Meta'],https://openaccess.thecvf.com/content/CVPR2022/papers/Pizzi_A_Self-Supervised_Descriptor_for_Image_Copy_Detection_CVPR_2022_paper.pdf
A Simple Data Mixing Prior for Improving Self-Supervised Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Sucheng Ren', 'Huiyu Wang']",['SCUT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ren_A_Simple_Data_Mixing_Prior_for_Improving_Self-Supervised_Learning_CVPR_2022_paper.pdf
Active Teacher for Semi-Supervised Object Detection,"Self-, Semi-, Meta-, & Unsupervised Learning","['Peng Mi', 'Jianghang Lin']",['XMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mi_Active_Teacher_for_Semi-Supervised_Object_Detection_CVPR_2022_paper.pdf
Anomaly Detection via Reverse Distillation From One-Class Embedding,"Self-, Semi-, Meta-, & Unsupervised Learning","['Hanqiu Deng', 'Xingyu Li']",['UAlberta'],https://openaccess.thecvf.com/content/CVPR2022/papers/Deng_Anomaly_Detection_via_Reverse_Distillation_From_One-Class_Embedding_CVPR_2022_paper.pdf
BEVT: BERT Pretraining of Video Transformers,"Self-, Semi-, Meta-, & Unsupervised Learning","['Rui Wang', 'Dongdong Chen']",['Fudan'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_BEVT_BERT_Pretraining_of_Video_Transformers_CVPR_2022_paper.pdf
Beyond Supervised vs. Unsupervised: Representative Benchmarking and Analysis of Image Representation Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Matthew Gwilliam', 'Abhinav Shrivastava']",['UMD'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gwilliam_Beyond_Supervised_vs._Unsupervised_Representative_Benchmarking_and_Analysis_of_Image_CVPR_2022_paper.pdf
CAD: Co-Adapting Discriminative Features for Improved Few-Shot Classification,"Self-, Semi-, Meta-, & Unsupervised Learning","['Philip Chikontwe', 'Soopil Kim']",['DGIST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chikontwe_CAD_Co-Adapting_Discriminative_Features_for_Improved_Few-Shot_Classification_CVPR_2022_paper.pdf
Class-Aware Contrastive Semi-Supervised Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Fan Yang', 'Kai Wu']",['Tencent'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Class-Aware_Contrastive_Semi-Supervised_Learning_CVPR_2022_paper.pdf
Contrastive Conditional Neural Processes,"Self-, Semi-, Meta-, & Unsupervised Learning","['Zesheng Ye', 'Lina Yao']",['UNSW'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ye_Contrastive_Conditional_Neural_Processes_CVPR_2022_paper.pdf
Contrastive Learning for Space-Time Correspondence via Self-Cycle Consistency,"Self-, Semi-, Meta-, & Unsupervised Learning","['Jeany Son', 'Jiteng Mu']",['GIST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Son_Contrastive_Learning_for_Space-Time_Correspondence_via_Self-Cycle_Consistency_CVPR_2022_paper.pdf
CoordGAN: Self-Supervised Dense Correspondences Emerge From GANs,"Self-, Semi-, Meta-, & Unsupervised Learning","['Jiteng Mu', 'Shalini De Mello']",['UCSD'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mu_CoordGAN_Self-Supervised_Dense_Correspondences_Emerge_From_GANs_CVPR_2022_paper.pdf
CoSSL: Co-Learning of Representation and Classifier for Imbalanced Semi-Supervised Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Yue Fan', 'Dengxin Dai']",['MPII'],https://openaccess.thecvf.com/content/CVPR2022/papers/Fan_CoSSL_Co-Learning_of_Representation_and_Classifier_for_Imbalanced_Semi-Supervised_Learning_CVPR_2022_paper.pdf
Cross-Domain Correlation Distillation for Unsupervised Domain Adaptation in Nighttime Semantic Segmentation,"Self-, Semi-, Meta-, & Unsupervised Learning","['Huan Gao', 'Jichang Guo']",['Tianjin'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gao_Cross-Domain_Correlation_Distillation_for_Unsupervised_Domain_Adaptation_in_Nighttime_Semantic_CVPR_2022_paper.pdf
CrossPoint: Self-Supervised Cross-Modal Contrastive Learning for 3D Point Cloud Understanding,"Self-, Semi-, Meta-, & Unsupervised Learning","['Mohamed Afham', 'Isuru Dissanayake']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Afham_CrossPoint_Self-Supervised_Cross-Modal_Contrastive_Learning_for_3D_Point_Cloud_Understanding_CVPR_2022_paper.pdf
DAFormer: Improving Network Architectures and Training Strategies for Domain-Adaptive Semantic Segmentation,"Self-, Semi-, Meta-, & Unsupervised Learning","['Lukas Hoyer', 'Dengxin Dai']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Hoyer_DAFormer_Improving_Network_Architectures_and_Training_Strategies_for_Domain-Adaptive_Semantic_CVPR_2022_paper.pdf
DASO: Distribution-Aware Semantics-Oriented Pseudo-Label for Imbalanced Semi-Supervised Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Youngtaek Oh', 'Dong-Jin Kim']",['KAIST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Oh_DASO_Distribution-Aware_Semantics-Oriented_Pseudo-Label_for_Imbalanced_Semi-Supervised_Learning_CVPR_2022_paper.pdf
DATA: Domain-Aware and Task-Aware Self-Supervised Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Qing Chang', 'Junran Peng']",['UCAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chang_DATA_Domain-Aware_and_Task-Aware_Self-Supervised_Learning_CVPR_2022_paper.pdf
DC-SSL: Addressing Mismatched Class Distribution in Semi-Supervised Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Zhen Zhao', 'Luping Zhou']",['USYD'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhao_DC-SSL_Addressing_Mismatched_Class_Distribution_in_Semi-Supervised_Learning_CVPR_2022_paper.pdf
Debiased Learning From Naturally Imbalanced Pseudo-Labels,"Self-, Semi-, Meta-, & Unsupervised Learning","['Xudong Wang', 'Zhirong Wu']",['UC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Debiased_Learning_From_Naturally_Imbalanced_Pseudo-Labels_CVPR_2022_paper.pdf
DeepDPM: Deep Clustering With an Unknown Number of Clusters,"Self-, Semi-, Meta-, & Unsupervised Learning","['Meitar Ronen', 'Shahaf E. Finder']",['BGU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ronen_DeepDPM_Deep_Clustering_With_an_Unknown_Number_of_Clusters_CVPR_2022_paper.pdf
DETReg: Unsupervised Pretraining With Region Priors for Object Detection,"Self-, Semi-, Meta-, & Unsupervised Learning","['Amir Bar', 'Xin Wang']",['TAU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Bar_DETReg_Unsupervised_Pretraining_With_Region_Priors_for_Object_Detection_CVPR_2022_paper.pdf
Dist-PU: Positive-Unlabeled Learning From a Label Distribution Perspective,"Self-, Semi-, Meta-, & Unsupervised Learning","['Yunrui Zhao', 'Qianqian Xu']",['UCAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhao_Dist-PU_Positive-Unlabeled_Learning_From_a_Label_Distribution_Perspective_CVPR_2022_paper.pdf
Dual Temperature Helps Contrastive Learning Without Many Negative Samples: Towards Understanding and Simplifying MoCo,"Self-, Semi-, Meta-, & Unsupervised Learning","['Chaoning Zhang', 'Kang Zhang']",['KAIST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_Dual_Temperature_Helps_Contrastive_Learning_Without_Many_Negative_Samples_Towards_CVPR_2022_paper.pdf
Dynamic Kernel Selection for Improved Generalization and Memory Efficiency in Meta-Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Arnav Chavan', 'Rishabh Tiwari']",['IIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chavan_Dynamic_Kernel_Selection_for_Improved_Generalization_and_Memory_Efficiency_in_CVPR_2022_paper.pdf
End-to-End Semi-Supervised Learning for Video Action Detection,"Self-, Semi-, Meta-, & Unsupervised Learning","['Akash Kumar', 'Yogesh Singh Rawat']",['UCF'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kumar_End-to-End_Semi-Supervised_Learning_for_Video_Action_Detection_CVPR_2022_paper.pdf
Exploring the Equivalence of Siamese Self-Supervised Learning via a Unified Gradient Framework,"Self-, Semi-, Meta-, & Unsupervised Learning","['Chenxin Tao', 'Honghui Wang']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tao_Exploring_the_Equivalence_of_Siamese_Self-Supervised_Learning_via_a_Unified_CVPR_2022_paper.pdf
GanOrCon: Are Generative Models Useful for Few-Shot Segmentation?,"Self-, Semi-, Meta-, & Unsupervised Learning","['Oindrila Saha', 'Zezhou Cheng']",['UMass'],https://openaccess.thecvf.com/content/CVPR2022/papers/Saha_GanOrCon_Are_Generative_Models_Useful_for_Few-Shot_Segmentation_CVPR_2022_paper.pdf
Generative Cooperative Learning for Unsupervised Video Anomaly Detection,"Self-, Semi-, Meta-, & Unsupervised Learning","['M. Zaigham Zaheer', 'Arif Mahmood']",['ETRI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zaheer_Generative_Cooperative_Learning_for_Unsupervised_Video_Anomaly_Detection_CVPR_2022_paper.pdf
Global Convergence of MAML and Theory-Inspired Neural Architecture Search for Few-Shot Learning,"Self-, Semi-, Meta-, & Unsupervised Learning","['Haoxiang Wang', 'Yite Wang']",['UIUC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Global_Convergence_of_MAML_and_Theory-Inspired_Neural_Architecture_Search_for_CVPR_2022_paper.pdf
HCSC: Hierarchical Contrastive Selective Coding,"Self-, Semi-, Meta-, & Unsupervised Learning","['Yuanfan Guo', 'Minghao Xu']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Guo_HCSC_Hierarchical_Contrastive_Selective_Coding_CVPR_2022_paper.pdf
